transaction_id,loan_id,customer_id,transaction_date,transaction_amount,transaction_type,payment_method,status,remarks
4499,441,201,10/4/2023 10:33,32787,Refund,Cash,Successful,Payment missed.
4500,914,458,6/16/2021 13:31,22651,Refund,UPI,Pending,On-time payment.
4501,2178,123,10/3/2020 5:56,17301,EMI Payment,Online Transfer,Pending,Partial payment.
4502,2903,606,9/27/2022 8:54,22902,Refund,Online Transfer,Failed,Late penalty.
4503,823,964,2/26/2024 18:08,27285,EMI Payment,UPI,Successful,Payment missed.
4504,512,966,10/20/2020 21:31,30467,Prepayment,Credit Card,Successful,On-time payment.
4505,2385,160,6/9/2022 7:12,19048,EMI Payment,Online Transfer,Failed,Partial payment.
4506,1547,595,9/18/2023 8:39,10378,Refund,Credit Card,Successful,Partial payment.
4507,2835,971,12/2/2022 2:57,36226,Prepayment,Credit Card,Successful,Payment missed.
4508,825,923,7/29/2021 15:13,19352,Penalty,Online Transfer,Successful,Late penalty.
4509,1864,289,6/11/2022 22:14,25826,Missed EMI,Credit Card,Pending,Late penalty.
4510,539,767,1/3/2023 2:42,1979,Missed EMI,Cash,Successful,On-time payment.
4511,1672,753,9/27/2021 14:08,32033,Refund,Cash,Successful,Late penalty.
4512,2863,12,10/20/2022 0:06,47921,Prepayment,Cash,Pending,On-time payment.
4513,2588,755,11/20/2023 13:12,40509,Prepayment,Cash,Pending,Partial payment.
4514,2461,285,11/15/2021 8:14,35906,Prepayment,Cash,Successful,Late penalty.
4515,2392,283,10/7/2022 2:59,38095,EMI Payment,Cash,Successful,Partial payment.
4516,1729,355,3/26/2022 14:51,21248,Prepayment,UPI,Pending,Late penalty.
4517,2464,751,2/2/2020 13:52,13348,Penalty,Online Transfer,Successful,On-time payment.
4518,1066,474,3/11/2024 7:28,27529,Penalty,Credit Card,Successful,On-time payment.
4519,896,533,7/3/2024 16:07,16979,Missed EMI,UPI,Successful,Late penalty.
4520,1821,855,9/27/2024 20:31,13054,Missed EMI,Online Transfer,Failed,Late penalty.
4521,2134,873,2/8/2022 20:00,41081,Penalty,Cash,Pending,Partial payment.
4522,1500,455,7/9/2023 13:23,45075,Prepayment,UPI,Failed,Late penalty.
4523,2490,491,6/27/2022 16:15,29343,Prepayment,UPI,Pending,Late penalty.
4524,2136,44,9/25/2020 7:13,6676,Missed EMI,UPI,Successful,Partial payment.
4525,2757,651,4/18/2022 6:39,14474,Prepayment,UPI,Pending,Payment missed.
4526,1566,561,4/13/2020 9:36,42129,EMI Payment,Online Transfer,Pending,Late penalty.
4527,2707,551,8/1/2023 19:40,22877,Missed EMI,Credit Card,Failed,On-time payment.
4528,2271,300,5/7/2021 23:33,14842,Missed EMI,UPI,Successful,On-time payment.
4529,1277,715,6/4/2022 0:07,17468,Prepayment,Cash,Successful,Late penalty.
4530,1956,278,8/18/2021 15:36,41077,Penalty,Credit Card,Failed,On-time payment.
4531,2199,622,9/18/2021 9:58,26790,Missed EMI,UPI,Failed,On-time payment.
4532,2324,791,2/23/2021 4:36,28753,Prepayment,Online Transfer,Pending,Partial payment.
4533,203,538,1/18/2020 21:00,7888,Prepayment,UPI,Failed,Payment missed.
4534,2764,922,2/18/2020 17:17,45587,Penalty,Cash,Pending,Late penalty.
4535,649,880,5/9/2021 2:07,35525,Refund,Credit Card,Pending,On-time payment.
4536,835,473,6/9/2023 9:36,31409,Prepayment,Credit Card,Successful,Late penalty.
4537,1754,787,2/19/2022 20:52,43530,Refund,UPI,Pending,Payment missed.
4538,2890,698,12/16/2022 0:00,8591,Missed EMI,Online Transfer,Pending,Payment missed.
4539,1054,298,3/18/2024 12:29,39460,Missed EMI,Cash,Pending,Late penalty.
4540,293,51,4/11/2022 14:42,31416,Missed EMI,Credit Card,Failed,Late penalty.
4541,2196,684,9/28/2024 15:55,18832,EMI Payment,UPI,Pending,Payment missed.
4542,1460,159,2/28/2023 4:47,10794,Prepayment,Cash,Failed,Late penalty.
4543,2965,117,11/23/2024 15:26,49855,Refund,UPI,Pending,On-time payment.
4544,2140,744,9/26/2020 11:13,27012,Refund,Credit Card,Failed,Late penalty.
4545,1152,574,12/22/2021 7:10,20235,Refund,UPI,Successful,Late penalty.
4546,938,943,7/18/2021 21:00,7335,Refund,Online Transfer,Successful,Late penalty.
4547,2382,824,2/20/2021 22:52,44267,EMI Payment,Credit Card,Pending,Late penalty.
4548,2871,553,11/3/2022 7:39,39750,EMI Payment,Online Transfer,Successful,Late penalty.
4549,2400,906,6/30/2021 10:59,13664,Prepayment,UPI,Failed,On-time payment.
4550,1047,115,9/4/2021 9:37,21752,Missed EMI,UPI,Pending,Late penalty.
4551,1490,39,9/28/2021 20:10,8358,Penalty,UPI,Successful,Payment missed.
4552,2595,167,8/30/2023 8:35,40204,Missed EMI,Cash,Failed,On-time payment.
4553,1616,716,8/27/2020 0:17,28598,Penalty,Online Transfer,Failed,Late penalty.
4554,849,925,10/1/2024 3:59,11805,EMI Payment,UPI,Successful,On-time payment.
4555,2706,944,2/20/2024 23:55,10638,Refund,Online Transfer,Failed,On-time payment.
4556,1879,129,9/1/2024 15:31,11432,Refund,Credit Card,Pending,Payment missed.
4557,121,323,8/3/2020 12:55,44793,Penalty,Credit Card,Pending,Late penalty.
4558,1305,946,4/25/2024 9:54,40767,Refund,Credit Card,Successful,Payment missed.
4559,898,556,8/21/2024 7:41,34967,EMI Payment,Credit Card,Successful,Partial payment.
4560,1432,434,8/6/2024 20:07,31771,EMI Payment,Credit Card,Failed,Partial payment.
4561,1220,110,3/20/2021 9:29,11533,EMI Payment,UPI,Pending,Partial payment.
4562,1036,104,1/20/2022 21:12,15835,Refund,Online Transfer,Failed,On-time payment.
4563,2136,150,5/18/2021 3:23,25979,Penalty,Credit Card,Pending,Late penalty.
4564,1449,516,12/20/2019 2:42,4986,EMI Payment,Credit Card,Pending,Partial payment.
4565,2903,7,9/8/2020 13:00,7576,Penalty,UPI,Pending,Late penalty.
4566,1037,179,5/30/2023 18:00,32074,Refund,Online Transfer,Pending,On-time payment.
4567,2878,469,8/28/2024 3:53,9948,Missed EMI,Cash,Successful,On-time payment.
4568,194,186,2/16/2020 3:45,34751,Refund,Online Transfer,Successful,On-time payment.
4569,970,371,6/18/2022 12:33,6279,EMI Payment,Credit Card,Failed,On-time payment.
4570,62,509,11/11/2022 9:18,26910,EMI Payment,Credit Card,Successful,Late penalty.
4571,2928,377,4/5/2023 1:43,33454,EMI Payment,UPI,Failed,On-time payment.
4572,731,98,6/20/2020 18:24,32232,Missed EMI,Cash,Successful,Payment missed.
4573,983,142,7/23/2021 8:14,41097,Missed EMI,Online Transfer,Pending,Payment missed.
4574,1341,508,4/30/2020 23:31,33508,EMI Payment,Credit Card,Pending,Late penalty.
4575,1943,825,8/13/2020 1:22,10354,Refund,Cash,Successful,Partial payment.
4576,1438,628,2/9/2020 3:30,28564,Prepayment,Credit Card,Successful,On-time payment.
4577,899,563,4/21/2023 0:49,17561,EMI Payment,UPI,Successful,Payment missed.
4578,1652,363,6/20/2024 22:38,5995,Refund,UPI,Pending,Late penalty.
4579,176,347,12/30/2022 14:12,10376,Refund,Cash,Pending,Payment missed.
4580,795,61,2/24/2024 15:29,33597,Missed EMI,Credit Card,Pending,On-time payment.
4581,818,868,11/19/2023 4:40,3353,Penalty,Credit Card,Pending,Payment missed.
4582,267,789,2/12/2022 15:01,11428,Penalty,Online Transfer,Failed,On-time payment.
4583,1052,319,10/27/2023 7:02,10520,Penalty,UPI,Successful,Partial payment.
4584,1808,879,12/11/2023 1:50,47658,EMI Payment,UPI,Successful,Late penalty.
4585,505,696,10/17/2020 18:05,45510,Penalty,Credit Card,Failed,Late penalty.
4586,1369,329,8/2/2022 17:01,43511,Refund,UPI,Pending,Payment missed.
4587,90,352,9/7/2020 11:25,17306,Refund,Online Transfer,Failed,Payment missed.
4588,2545,893,11/7/2021 6:39,18160,EMI Payment,UPI,Failed,Late penalty.
4589,2148,899,6/24/2020 8:04,26162,Missed EMI,Cash,Successful,Late penalty.
4590,2545,906,11/14/2024 22:13,13935,Penalty,Cash,Pending,Partial payment.
4591,2408,579,7/28/2022 10:15,2598,EMI Payment,Cash,Pending,Payment missed.
4592,2119,16,11/1/2020 19:14,41343,Penalty,UPI,Pending,Payment missed.
4593,2318,519,6/8/2022 6:13,1250,Penalty,Online Transfer,Pending,On-time payment.
4594,1246,367,12/12/2020 0:23,41267,Missed EMI,Online Transfer,Failed,On-time payment.
4595,431,560,9/20/2020 3:07,29294,Missed EMI,Cash,Failed,Payment missed.
4596,921,895,10/30/2024 18:03,9689,Refund,UPI,Successful,On-time payment.
4597,2261,767,2/21/2024 19:01,8518,Missed EMI,UPI,Failed,On-time payment.
4598,2701,872,2/14/2022 13:39,32220,Prepayment,UPI,Successful,On-time payment.
4599,2068,807,7/29/2024 1:08,22094,Missed EMI,Online Transfer,Successful,Payment missed.
4600,417,133,11/13/2022 1:09,36907,Refund,Online Transfer,Pending,Payment missed.
4601,2309,620,4/1/2024 4:26,5376,Prepayment,Credit Card,Failed,Partial payment.
4602,4,821,5/3/2021 20:45,19734,EMI Payment,UPI,Failed,Payment missed.
4603,923,636,5/7/2020 15:52,45974,Missed EMI,Online Transfer,Failed,Payment missed.
4604,2148,670,7/9/2023 17:42,16405,Penalty,Cash,Pending,Payment missed.
4605,12,854,3/20/2024 0:53,1454,Refund,UPI,Failed,On-time payment.
4606,21,447,7/20/2024 7:58,14844,Refund,Credit Card,Failed,Late penalty.
4607,613,836,5/24/2023 15:02,3707,Prepayment,UPI,Successful,On-time payment.
4608,1611,94,6/24/2024 2:05,37740,Penalty,Credit Card,Failed,Payment missed.
4609,2866,288,1/4/2022 14:37,24030,Penalty,Credit Card,Successful,Payment missed.
4610,1511,6,7/4/2022 14:12,21855,Missed EMI,UPI,Successful,On-time payment.
4611,1940,176,11/17/2021 6:43,39741,Refund,Online Transfer,Pending,On-time payment.
4612,330,851,11/13/2024 14:59,34269,Refund,Cash,Successful,On-time payment.
4613,2185,359,8/24/2021 15:26,33130,Penalty,Cash,Successful,On-time payment.
4614,2164,999,1/8/2023 4:59,32414,EMI Payment,UPI,Failed,Payment missed.
4615,2387,193,9/14/2024 14:03,27236,Refund,Cash,Failed,Payment missed.
4616,927,298,1/4/2023 2:10,5050,Missed EMI,Online Transfer,Failed,Late penalty.
4617,862,299,9/16/2023 13:07,38115,Missed EMI,Cash,Successful,Late penalty.
4618,2494,944,2/27/2022 18:30,35311,Refund,Credit Card,Pending,Late penalty.
4619,2624,9,10/21/2023 22:17,20414,EMI Payment,Cash,Successful,Late penalty.
4620,1928,842,4/26/2020 4:46,18379,Prepayment,UPI,Pending,Payment missed.
4621,449,625,4/14/2022 12:25,22824,EMI Payment,Online Transfer,Pending,Payment missed.
4622,2798,716,12/2/2019 11:10,27831,EMI Payment,Cash,Failed,On-time payment.
4623,1704,888,7/18/2023 9:43,35360,Penalty,Credit Card,Pending,Payment missed.
4624,2843,753,2/23/2024 6:03,32905,Penalty,Cash,Failed,Payment missed.
4625,1314,783,11/16/2022 16:31,34321,Prepayment,Cash,Successful,Payment missed.
4626,1222,683,1/29/2022 22:11,11416,Missed EMI,Online Transfer,Failed,Partial payment.
4627,2385,65,6/18/2024 0:48,14947,EMI Payment,Online Transfer,Successful,Partial payment.
4628,732,518,8/26/2020 12:53,23929,EMI Payment,UPI,Successful,Late penalty.
4629,2380,576,10/24/2023 23:01,20263,Penalty,Online Transfer,Failed,Payment missed.
4630,2899,690,4/9/2020 20:22,11690,Prepayment,UPI,Pending,On-time payment.
4631,2694,720,12/8/2019 12:08,15029,Prepayment,UPI,Pending,On-time payment.
4632,1278,64,1/26/2023 5:27,35875,Prepayment,Credit Card,Pending,On-time payment.
4633,584,47,12/18/2021 21:00,35631,Penalty,Credit Card,Successful,Late penalty.
4634,2235,298,8/31/2021 10:56,40589,Refund,Cash,Successful,Payment missed.
4635,65,165,9/3/2021 15:17,8093,Refund,Cash,Successful,Payment missed.
4636,2669,232,3/5/2021 13:18,20080,Refund,Online Transfer,Successful,Payment missed.
4637,1118,506,4/19/2020 16:57,15049,Prepayment,Cash,Successful,On-time payment.
4638,2561,586,8/11/2022 7:31,47117,EMI Payment,Credit Card,Successful,Late penalty.
4639,2723,524,12/22/2023 10:14,2919,Penalty,Online Transfer,Successful,On-time payment.
4640,243,981,1/22/2021 10:40,49891,Penalty,Online Transfer,Successful,Late penalty.
4641,1163,3,10/30/2023 3:59,23864,Penalty,UPI,Successful,Partial payment.
4642,1966,502,6/27/2022 4:26,3222,Penalty,Online Transfer,Failed,Partial payment.
4643,1058,277,7/30/2020 19:22,9331,Prepayment,Online Transfer,Successful,Late penalty.
4644,2534,873,8/23/2022 6:26,45005,Missed EMI,UPI,Pending,Payment missed.
4645,535,772,1/31/2023 20:48,14185,Penalty,Credit Card,Pending,On-time payment.
4646,1376,219,11/21/2020 20:52,8665,EMI Payment,Online Transfer,Pending,Late penalty.
4647,2533,74,2/6/2022 7:06,25817,Penalty,Cash,Pending,Payment missed.
4648,938,287,8/30/2021 14:34,19791,EMI Payment,Credit Card,Successful,Late penalty.
4649,2703,791,7/15/2021 4:07,12808,Penalty,UPI,Failed,Partial payment.
4650,591,20,3/30/2023 8:27,9674,Refund,Cash,Failed,On-time payment.
4651,2926,709,5/24/2022 12:45,21119,EMI Payment,Cash,Pending,Payment missed.
4652,84,212,4/7/2024 20:41,36570,Refund,Cash,Failed,Partial payment.
4653,53,198,6/16/2022 13:32,9318,Prepayment,Online Transfer,Pending,Partial payment.
4654,470,506,9/7/2020 10:20,17891,EMI Payment,Online Transfer,Successful,Partial payment.
4655,1645,65,6/24/2024 8:12,38078,Prepayment,Credit Card,Failed,Late penalty.
4656,5,785,8/30/2023 5:37,10104,EMI Payment,Credit Card,Failed,Partial payment.
4657,1256,338,9/6/2020 13:37,30170,Refund,Cash,Pending,On-time payment.
4658,1713,130,11/23/2021 17:20,5301,Missed EMI,Online Transfer,Pending,Partial payment.
4659,1688,357,10/20/2020 5:48,19657,Prepayment,Credit Card,Pending,On-time payment.
4660,2658,158,9/21/2024 20:12,33594,Prepayment,UPI,Failed,Late penalty.
4661,502,774,2/15/2020 13:53,47208,Missed EMI,UPI,Pending,Payment missed.
4662,613,152,3/1/2022 16:43,7693,Refund,UPI,Successful,Partial payment.
4663,954,441,3/16/2021 13:29,5733,Penalty,Cash,Pending,Payment missed.
4664,82,542,1/18/2022 9:00,35071,Prepayment,Cash,Successful,Late penalty.
4665,2998,827,8/2/2023 22:31,25082,Refund,Cash,Pending,Late penalty.
4666,2158,256,9/15/2023 22:46,10567,Penalty,Credit Card,Successful,Payment missed.
4667,968,832,7/1/2022 18:32,46732,Prepayment,Cash,Pending,Partial payment.
4668,1223,717,4/4/2021 9:43,15458,Refund,UPI,Pending,Late penalty.
4669,1660,38,3/11/2023 8:25,23150,EMI Payment,UPI,Failed,Partial payment.
4670,602,654,9/19/2023 5:18,2651,Penalty,Cash,Pending,Payment missed.
4671,2643,657,12/17/2022 18:16,20994,Penalty,Credit Card,Pending,On-time payment.
4672,179,644,9/2/2021 15:27,3017,Penalty,UPI,Successful,Partial payment.
4673,1680,358,3/21/2021 17:51,21315,Penalty,Credit Card,Failed,On-time payment.
4674,2881,584,9/17/2023 15:43,49168,Penalty,Cash,Successful,Late penalty.
4675,1103,536,7/24/2020 1:24,35153,EMI Payment,Credit Card,Pending,Partial payment.
4676,2013,350,10/29/2024 13:21,43321,Penalty,Credit Card,Successful,Payment missed.
4677,829,352,3/10/2024 9:04,36561,Missed EMI,Cash,Failed,Payment missed.
4678,322,793,5/5/2024 14:06,36610,EMI Payment,Cash,Successful,Late penalty.
4679,2160,107,1/1/2023 23:25,1401,Missed EMI,Credit Card,Pending,Payment missed.
4680,786,948,5/1/2021 4:44,48987,Refund,Online Transfer,Failed,Partial payment.
4681,2461,305,1/22/2021 10:57,43261,Missed EMI,Cash,Successful,Payment missed.
4682,531,590,1/6/2023 5:13,39117,Missed EMI,Online Transfer,Pending,Late penalty.
4683,2119,743,5/20/2022 18:41,32767,Penalty,Online Transfer,Failed,Partial payment.
4684,603,842,4/15/2023 5:33,41600,Penalty,Credit Card,Failed,Payment missed.
4685,2972,664,10/21/2020 1:06,7032,Penalty,UPI,Pending,On-time payment.
4686,190,305,1/3/2023 12:19,16382,Penalty,UPI,Pending,Late penalty.
4687,935,356,11/25/2023 3:54,6065,Penalty,Cash,Successful,On-time payment.
4688,507,801,11/19/2021 20:11,9211,Missed EMI,UPI,Successful,Payment missed.
4689,990,9,9/18/2024 18:24,41734,EMI Payment,Online Transfer,Pending,Partial payment.
4690,831,873,12/18/2023 13:21,33758,EMI Payment,Credit Card,Pending,Late penalty.
4691,139,924,12/12/2023 3:40,9661,Refund,Cash,Failed,Payment missed.
4692,2046,551,10/31/2022 21:50,40697,Missed EMI,Cash,Successful,Payment missed.
4693,2621,522,12/26/2020 8:29,12950,EMI Payment,Credit Card,Failed,Partial payment.
4694,1021,962,5/10/2023 11:50,36187,EMI Payment,Online Transfer,Failed,Payment missed.
4695,2585,65,12/29/2023 12:51,4914,EMI Payment,UPI,Failed,Late penalty.
4696,2827,359,2/14/2020 22:52,3457,Penalty,UPI,Successful,Partial payment.
4697,2711,484,6/26/2024 5:49,22186,Penalty,Online Transfer,Successful,Late penalty.
4698,522,720,11/4/2021 10:17,38183,Refund,Cash,Pending,Late penalty.
4699,694,233,1/19/2020 9:42,3299,Refund,UPI,Pending,On-time payment.
4700,2575,239,9/25/2023 6:44,8400,Penalty,Credit Card,Successful,Payment missed.
4701,2748,930,7/15/2021 12:22,36225,EMI Payment,Online Transfer,Failed,Late penalty.
4702,115,58,7/9/2024 15:27,6185,Prepayment,Cash,Pending,Late penalty.
4703,318,307,9/9/2023 17:51,10845,Missed EMI,Online Transfer,Successful,Partial payment.
4704,1075,100,4/1/2024 7:27,42936,Penalty,UPI,Pending,Payment missed.
4705,1527,524,12/9/2022 20:55,6909,Prepayment,Credit Card,Successful,Late penalty.
4706,943,27,3/20/2020 22:16,47174,Missed EMI,Cash,Successful,Partial payment.
4707,703,623,10/10/2020 2:01,19942,Missed EMI,Online Transfer,Pending,Late penalty.
4708,2270,738,6/2/2023 14:41,47199,Refund,Credit Card,Failed,Late penalty.
4709,2832,941,10/25/2021 8:25,5313,Refund,Cash,Failed,Late penalty.
4710,928,360,5/9/2021 17:14,9707,EMI Payment,UPI,Failed,Late penalty.
4711,774,137,5/20/2023 0:18,47148,Penalty,Cash,Pending,Partial payment.
4712,2463,290,1/17/2021 19:41,23089,Prepayment,Online Transfer,Successful,On-time payment.
4713,2048,861,1/25/2021 16:39,6918,Refund,UPI,Successful,Late penalty.
4714,321,9,7/30/2024 8:14,43703,Penalty,Cash,Failed,Late penalty.
4715,1640,575,11/19/2024 22:33,6385,Penalty,UPI,Failed,Late penalty.
4716,13,467,2/14/2024 0:14,26641,Prepayment,UPI,Failed,Payment missed.
4717,2592,479,12/14/2022 6:10,43804,Prepayment,UPI,Successful,Payment missed.
4718,1433,763,10/20/2021 1:39,6380,Missed EMI,Online Transfer,Failed,Partial payment.
4719,1156,206,2/3/2021 21:58,15676,Missed EMI,UPI,Failed,On-time payment.
4720,1491,660,8/27/2020 12:58,4136,EMI Payment,Cash,Failed,Partial payment.
4721,1061,628,10/28/2023 10:46,37402,Penalty,Credit Card,Pending,On-time payment.
4722,585,347,12/19/2022 3:34,17954,Refund,UPI,Failed,Late penalty.
4723,1916,107,4/25/2022 9:50,12443,Refund,UPI,Pending,On-time payment.
4724,689,374,3/27/2021 4:11,25049,Prepayment,Credit Card,Failed,On-time payment.
4725,31,979,3/21/2024 23:10,42600,Refund,Online Transfer,Pending,On-time payment.
4726,1812,73,12/27/2020 3:50,18831,Prepayment,Online Transfer,Pending,Payment missed.
4727,1539,113,9/24/2020 2:33,7020,Penalty,Cash,Pending,On-time payment.
4728,556,98,9/6/2024 8:51,30728,EMI Payment,UPI,Failed,On-time payment.
4729,1708,888,11/9/2022 1:44,37313,Refund,Credit Card,Successful,On-time payment.
4730,2389,877,10/13/2024 16:41,21653,Prepayment,Cash,Successful,On-time payment.
4731,1054,191,4/23/2022 6:07,2980,Penalty,Credit Card,Failed,Partial payment.
4732,2680,65,4/4/2024 14:30,45252,EMI Payment,Credit Card,Failed,Late penalty.
4733,24,694,1/10/2021 10:47,13079,Missed EMI,Credit Card,Pending,Partial payment.
4734,190,992,2/24/2023 14:19,5667,Prepayment,UPI,Failed,Partial payment.
4735,2396,282,1/1/2023 22:00,4519,Penalty,Credit Card,Pending,On-time payment.
4736,1951,287,12/7/2019 20:11,36453,EMI Payment,Credit Card,Pending,On-time payment.
4737,2618,328,8/30/2024 16:59,22134,Penalty,Online Transfer,Failed,Late penalty.
4738,2677,440,5/18/2022 6:11,28269,Refund,UPI,Failed,On-time payment.
4739,1190,125,12/29/2022 22:29,18641,Prepayment,Credit Card,Successful,Late penalty.
4740,1179,782,11/10/2020 15:57,22574,Refund,UPI,Failed,Partial payment.
4741,2796,718,2/6/2024 2:13,37260,Prepayment,UPI,Pending,Partial payment.
4742,38,683,1/5/2024 5:31,29320,Penalty,Cash,Failed,Payment missed.
4743,1555,817,11/28/2023 13:47,36202,Prepayment,UPI,Failed,Payment missed.
4744,73,781,2/26/2024 4:53,10185,Prepayment,UPI,Successful,On-time payment.
4745,847,638,1/31/2024 13:49,32715,EMI Payment,UPI,Successful,Partial payment.
4746,2030,608,8/14/2021 18:53,25441,Refund,UPI,Pending,Late penalty.
4747,403,350,5/31/2021 20:35,17906,Penalty,Cash,Pending,Payment missed.
4748,1021,412,10/21/2022 1:31,23740,Penalty,Credit Card,Pending,Partial payment.
